,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,status
44821,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,11.0,0
44822,5135447,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,15.0,0
44823,5135448,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,9.0,0
44824,5135449,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,1.0,0
44825,5135450,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,2.0,0
44826,5135451,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,6.0,0
44827,5135452,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,6.0,0
44828,5135453,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,0.0,1,0,0,0,Cleaning staff,3.0,7.0,0
44829,5135455,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,1.0,1,0,0,0,Laborers,1.0,35.0,1
44830,5135456,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,1.0,1,0,0,0,Laborers,1.0,29.0,0
44833,5135459,M,Y,Y,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,0.0,1,0,0,0,Laborers,2.0,7.0,0
44840,5135465,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,25.0,0
44841,5135466,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,40.0,1
44842,5135467,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,47.0,1
44843,5135468,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,47.0,1
44844,5135471,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,46.0,1
44845,5135472,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,22.0,0
44846,5135473,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,7.0,0
44847,5135474,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,1,0,0,0,Secretaries,2.0,2.0,0
44851,5135479,F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,27.0,1.0,1,0,0,0,Medicine staff,4.0,2.0,0
44852,5135480,F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,27.0,1.0,1,0,0,0,Medicine staff,4.0,6.0,0
44853,5135481,F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,27.0,1.0,1,0,0,0,Medicine staff,4.0,14.0,0
44854,5135482,F,N,N,2,121500.0,Working,Secondary / secondary special,Married,With parents,27.0,1.0,1,0,0,0,Medicine staff,4.0,9.0,0
44855,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,0,0,0,Core staff,1.0,9.0,0
44856,5135486,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,0,0,0,Core staff,1.0,5.0,0
44857,5135488,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,0,0,0,Core staff,1.0,55.0,1
44858,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,12.0,0
44859,5135490,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,19.0,0
44860,5135491,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,11.0,0
44861,5135492,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,46.0,1
44862,5135493,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,58.0,1
44863,5135494,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,33.0,1
44864,5135495,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,29.0,0
44865,5135496,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,10.0,0
44866,5135497,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,1,0,0,0,Laborers,4.0,13.0,0
44867,5135498,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,21.0,0
44868,5135499,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,14.0,0
44869,5135500,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,21.0,0
44870,5135501,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,7.0,0
44871,5135502,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,7.0,0
44872,5135503,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,49.0,5.0,1,1,0,0,Laborers,1.0,6.0,0
44873,5135504,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,4.0,1,0,0,0,Laborers,3.0,28.0,0
44874,5135505,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,4.0,1,0,0,0,Laborers,3.0,30.0,1
44875,5135506,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,4.0,1,0,0,0,Laborers,3.0,24.0,0
44876,5135507,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,4.0,1,0,0,0,Laborers,3.0,28.0,0
44877,5135508,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,34.0,11.0,1,0,0,0,Core staff,3.0,41.0,1
44878,5135509,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,34.0,11.0,1,0,0,0,Core staff,3.0,20.0,0
44879,5135510,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,34.0,11.0,1,0,0,0,Core staff,3.0,30.0,1
44880,5135511,F,N,Y,1,252000.0,State servant,Higher education,Married,House / apartment,34.0,11.0,1,0,0,0,Core staff,3.0,21.0,0
44881,5135512,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,29.0,0
44882,5135513,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,42.0,1
44883,5135514,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,57.0,1
44884,5135515,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,12.0,0
44885,5135516,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,20.0,0
44886,5135517,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,29.0,0
44887,5135520,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,55.0,1
44888,5135521,F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,22.0,1,0,1,0,Medicine staff,2.0,23.0,0
44898,5135531,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,5.0,1,0,0,0,Drivers,1.0,42.0,1
44899,5135532,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,5.0,1,0,0,0,Drivers,1.0,57.0,1
44900,5135534,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,21.0,0
44901,5135535,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,55.0,1
44902,5135536,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,37.0,1
44903,5135537,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,46.0,1
44904,5135538,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,26.0,0
44905,5135539,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,59.0,1
44906,5135540,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,19.0,0
44907,5135541,M,Y,Y,5,202500.0,Working,Secondary / secondary special,Married,Co-op apartment,31.0,7.0,1,0,0,0,Managers,7.0,2.0,0
44909,5135544,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,1.0,1,0,0,0,Cleaning staff,2.0,1.0,0
44910,5135547,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.0,3.0,1,0,1,0,Laborers,1.0,48.0,1
44911,5135548,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,52.0,1
44912,5135549,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,3.0,0
44913,5135550,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,4.0,0
44914,5135551,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,5.0,0
44915,5135552,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,2.0,0
44916,5135553,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,1.0,0
44917,5135554,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,0.0,0
44918,5135555,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,24.0,0
44919,5135556,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,21.0,0
44920,5135557,F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,31.0,3.0,1,0,0,0,Sales staff,1.0,10.0,0
44922,5135559,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,39.0,19.0,1,1,0,0,Core staff,2.0,0.0,0
44923,5135560,F,N,Y,0,121500.0,State servant,Higher education,Married,House / apartment,25.0,6.0,1,0,0,0,Secretaries,2.0,16.0,0
44924,5135561,F,N,Y,0,121500.0,State servant,Higher education,Married,House / apartment,25.0,6.0,1,0,0,0,Secretaries,2.0,31.0,1
44925,5135562,F,N,Y,0,121500.0,State servant,Higher education,Married,House / apartment,25.0,6.0,1,0,0,0,Secretaries,2.0,7.0,0
44926,5135563,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,4.0,1,0,0,0,Sales staff,3.0,26.0,0
44927,5135564,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,4.0,1,0,0,0,Sales staff,3.0,52.0,1
44928,5135565,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,4.0,1,0,0,0,Sales staff,3.0,12.0,0
44929,5135566,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,0,0,Sales staff,3.0,17.0,0
44930,5135567,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,0,0,Sales staff,3.0,19.0,0
44931,5135568,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,0,0,Sales staff,3.0,30.0,1
44932,5135569,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,1.0,1,0,0,0,Sales staff,3.0,7.0,0
44934,5135571,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,5.0,1,0,1,0,High skill tech staff,2.0,34.0,1
44935,5135572,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,5.0,1,0,1,0,High skill tech staff,2.0,23.0,0
44937,5135573,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2.0,13.0,0
44938,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2.0,23.0,0
44939,5135575,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2.0,7.0,0
44940,5135576,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2.0,23.0,0
44941,5135577,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,54.0,1
44942,5135578,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,30.0,1
44943,5135579,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,27.0,0
44944,5135580,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,21.0,0
44945,5135581,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,21.0,0
44946,5135582,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,7.0,1,1,1,0,Waiters/barmen staff,2.0,16.0,0
44949,5135583,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,33.0,1
44950,5135584,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,31.0,1
44951,5135585,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,24.0,0
44952,5135586,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,33.0,1
44953,5135588,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,2.0,0
44954,5135589,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,22.0,0
44955,5135590,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,32.0,5.0,1,0,0,0,Laborers,4.0,2.0,0
44956,5135591,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,3.0,1,1,0,0,Sales staff,3.0,49.0,1
44957,5135592,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,3.0,1,1,0,0,Sales staff,3.0,35.0,1
44958,5135593,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,3.0,1,1,0,0,Sales staff,3.0,45.0,1
44959,5135594,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,3.0,1,1,0,0,Sales staff,3.0,29.0,0
44960,5135595,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36.0,3.0,1,1,0,0,Sales staff,3.0,10.0,0
44962,5135596,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,50.0,10.0,1,1,1,0,Sales staff,1.0,39.0,1
44963,5135597,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,50.0,10.0,1,1,1,0,Sales staff,1.0,35.0,1
44965,5135599,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,24.0,2.0,1,0,0,0,Cooking staff,2.0,11.0,0
44966,5135600,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,24.0,2.0,1,0,0,0,Cooking staff,2.0,34.0,1
44975,5135610,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,0,0,Drivers,2.0,39.0,1
44976,5135611,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,0,0,Drivers,2.0,54.0,1
44977,5135612,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,0,0,Drivers,2.0,48.0,1
44978,5135613,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,8.0,1,0,0,0,Drivers,2.0,21.0,0
44979,5135614,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,4.0,1,0,0,0,Sales staff,1.0,32.0,1
44980,5135615,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,4.0,1,0,0,0,Sales staff,1.0,25.0,0
44981,5135616,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,1.0,1,0,0,0,Low-skill Laborers,1.0,46.0,1
44982,5135617,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,1.0,1,0,0,0,Low-skill Laborers,1.0,48.0,1
44983,5135618,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,1.0,1,0,0,0,Low-skill Laborers,1.0,49.0,1
44984,5135619,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,1.0,1,0,0,0,Low-skill Laborers,1.0,50.0,1
44985,5135620,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,With parents,43.0,9.0,1,0,1,0,Drivers,1.0,55.0,1
44986,5135621,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,With parents,43.0,9.0,1,0,1,0,Drivers,1.0,20.0,0
44987,5135622,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43.0,6.0,1,0,0,0,Sales staff,2.0,23.0,0
44988,5135623,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43.0,6.0,1,0,0,0,Sales staff,2.0,23.0,0
44990,5135624,F,N,Y,1,157500.0,Working,Incomplete higher,Single / not married,With parents,31.0,1.0,1,0,0,0,Core staff,2.0,16.0,0
44991,5135625,F,N,Y,1,157500.0,Working,Incomplete higher,Single / not married,With parents,31.0,1.0,1,0,0,0,Core staff,2.0,3.0,0
44992,5135626,F,N,Y,1,157500.0,Working,Incomplete higher,Single / not married,With parents,31.0,1.0,1,0,0,0,Core staff,2.0,17.0,0
44998,5135634,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,4.0,1,1,1,1,Drivers,2.0,34.0,1
44999,5135635,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,4.0,1,1,1,1,Drivers,2.0,8.0,0
45000,5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,52.0,3.0,1,1,1,0,Laborers,2.0,59.0,1
45001,5135637,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,52.0,3.0,1,1,1,0,Laborers,2.0,11.0,0
45002,5135639,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Office apartment,46.0,2.0,1,0,1,0,Laborers,1.0,20.0,0
45003,5135640,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Office apartment,46.0,2.0,1,0,1,0,Laborers,1.0,6.0,0
45004,5135641,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,0.0,1,0,0,0,Laborers,3.0,28.0,0
45005,5135642,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,0.0,1,0,0,0,Laborers,3.0,15.0,0
45006,5135643,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,0.0,1,0,0,0,Laborers,3.0,2.0,0
45007,5135644,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,11.0,1,0,0,0,Drivers,2.0,5.0,0
45008,5135645,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,8.0,0
45009,5135646,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,9.0,0
45010,5135647,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,4.0,0
45011,5135648,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,31.0,1
45012,5135649,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,8.0,0
45013,5135650,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,36.0,1
45014,5135651,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,22.0,0
45015,5135652,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Realty agents,2.0,8.0,0
45016,5135654,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,4.0,1,0,0,0,Laborers,3.0,14.0,0
45017,5135655,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,4.0,1,0,0,0,Laborers,3.0,17.0,0
45018,5135656,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,4.0,1,0,0,0,Laborers,3.0,10.0,0
45019,5135658,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,4.0,1,0,0,0,Laborers,3.0,44.0,1
45024,5135666,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,21.0,1,0,0,0,Laborers,2.0,45.0,1
45025,5135667,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,21.0,1,0,0,0,Laborers,2.0,58.0,1
45026,5135668,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,21.0,1,0,0,0,Laborers,2.0,24.0,0
45027,5135669,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,21.0,1,0,0,0,Laborers,2.0,16.0,0
45028,5135672,F,N,Y,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,21.0,1,0,0,0,Laborers,2.0,38.0,1
45034,5135679,F,Y,Y,1,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,4.0,1,0,0,0,Managers,3.0,10.0,0
45035,5135680,F,Y,Y,1,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,4.0,1,0,0,0,Managers,3.0,6.0,0
45036,5135681,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,48.0,1
45037,5135682,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,35.0,1
45038,5135683,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,35.0,1
45039,5135685,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,43.0,1
45040,5135686,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,4.0,0
45041,5135687,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,14.0,0
45042,5135688,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,37.0,1
45043,5135689,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,10.0,0
45044,5135690,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,37.0,3.0,1,0,1,0,Accountants,2.0,10.0,0
45045,5135691,M,Y,N,0,225000.0,Working,Incomplete higher,Civil marriage,House / apartment,29.0,1.0,1,0,0,0,Security staff,2.0,10.0,0
45046,5135692,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,44.0,8.0,1,0,1,0,Sales staff,2.0,4.0,0
45047,5135693,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,4.0,0
45048,5135694,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,4.0,0
45049,5135695,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,35.0,1
45050,5135696,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,43.0,1
45051,5135698,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,50.0,1
45052,5135699,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,35.0,1
45053,5135700,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,22.0,0
45054,5135701,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,12.0,0
45055,5135702,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2.0,12.0,0
